model,quant,backend,n_ctx,n_threads,prompt_tok_s,decode_tok_s,peak_ws_mb,load_ms,gpu_mem_mb,gpu_budget_mb,n_prompt_tok,n_gen_tok,max_length,host,date,run_index
lfm25-230m,Q4_K_M,cpu,2048,6,744.92,120.06,241,625,0,0,298,96,0,xbox-series-s-t6,2026-08-10T14:47:21Z,2
lfm25-230m,Q4_K_M,cpu,2048,6,734.12,119.55,241,629,0,0,298,96,0,xbox-series-s-t6,2026-08-10T14:47:37Z,3
lfm25-230m,Q4_K_M,cpu,2048,6,740.22,119.77,241,625,0,0,298,96,0,xbox-series-s-t6,2026-08-10T14:47:52Z,4
