n,k,iterations,packed_mb,packed_gbs,max_abs_err,checksum_ok,d3d12_ran,checksum,expected,host,date,error
8192,8192,3,36.000,2.15,4.57764e-05,1,1,19259594,19262242,xbox-series-s,2026-08-08T00:59:22Z,-
