job,base_model,base_quant,trainable_params,n_ctx_train,windows_per_epoch,epochs_measured,prepare_s,epoch_s,train_tok_s,peak_ws_mb,loss_start,loss_last,host,date,scope
smollm2-360m-marker-partialft,smollm2-360m,f16,9216960,256,6,2,66,1485,1.03,1082,1.5418,1.0630,linux-i7-1165G7-4c8t,2026-07-17,host-preliminary-epochs-1-2-of-8
